iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
OWID_AFR,,Africa,2020-03-03,1373486472.0,11.0,3.0,1.286,,0.0,0.0,0.008,0.002,0.001,,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-04,1373486472.0,21.0,10.0,2.714,,0.0,0.0,0.015,0.007,0.002,,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-05,1373486472.0,24.0,3.0,3.143,,0.0,0.0,0.017,0.002,0.002,,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-06,1373486472.0,43.0,19.0,5.714,,0.0,0.0,0.031,0.014,0.004,,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-07,1373486472.0,43.0,0.0,5.714,,0.0,0.0,0.031,0.0,0.004,,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-08,1373486472.0,83.0,40.0,11.286,1.0,1.0,0.143,0.06,0.029,0.008,0.001,0.001,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-09,1373486472.0,91.0,8.0,11.857,1.0,0.0,0.143,0.066,0.006,0.009,0.001,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-10,1373486472.0,104.0,13.0,13.286,2.0,1.0,0.286,0.076,0.009,0.01,0.001,0.001,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-11,1373486472.0,118.0,14.0,13.857,2.0,0.0,0.286,0.086,0.01,0.01,0.001,0.0,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-12,1373486472.0,134.0,16.0,15.714,3.0,1.0,0.429,0.098,0.012,0.011,0.002,0.001,0.0,,,,,,,,,
OWID_AFR,,Africa,2020-03-13,1373486472.0,176.0,42.0,19.0,6.0,3.0,0.857,0.128,0.031,0.014,0.004,0.002,0.001,,,,,,,,,
OWID_AFR,,Africa,2020-03-14,1373486472.0,252.0,76.0,29.857,7.0,1.0,1.0,0.183,0.055,0.022,0.005,0.001,0.001,,,,,,,,,
OWID_AFR,,Africa,2020-03-15,1373486472.0,317.0,65.0,33.429,8.0,1.0,1.0,0.231,0.047,0.024,0.006,0.001,0.001,,,,,,,,,
OWID_AFR,,Africa,2020-03-16,1373486472.0,404.0,87.0,44.714,8.0,0.0,1.0,0.294,0.063,0.033,0.006,0.0,0.001,,,,,,,,,
OWID_AFR,,Africa,2020-03-17,1373486472.0,492.0,88.0,55.429,11.0,3.0,1.286,0.358,0.064,0.04,0.008,0.002,0.001,,,,,,,,,
OWID_AFR,,Africa,2020-03-18,1373486472.0,610.0,118.0,70.286,17.0,6.0,2.143,0.444,0.086,0.051,0.012,0.004,0.002,,,,,,,,,
OWID_AFR,,Africa,2020-03-19,1373486472.0,788.0,178.0,93.429,20.0,3.0,2.429,0.574,0.13,0.068,0.015,0.002,0.002,,,,,,,,,
OWID_AFR,,Africa,2020-03-20,1373486472.0,975.0,187.0,114.143,26.0,6.0,2.857,0.71,0.136,0.083,0.019,0.004,0.002,,,,,,,,,
OWID_AFR,,Africa,2020-03-21,1373486472.0,1172.0,197.0,131.429,36.0,10.0,4.143,0.853,0.143,0.096,0.026,0.007,0.003,,,,,,,,,
OWID_AFR,,Africa,2020-03-22,1373486472.0,1437.0,265.0,160.0,48.0,12.0,5.714,1.046,0.193,0.116,0.035,0.009,0.004,,,,,,,,,
OWID_AFR,,Africa,2020-03-23,1373486472.0,1818.0,381.0,202.0,57.0,9.0,7.0,1.324,0.277,0.147,0.042,0.007,0.005,,,,,,,,,
OWID_AFR,,Africa,2020-03-24,1373486472.0,2250.0,432.0,251.143,64.0,7.0,7.571,1.638,0.315,0.183,0.047,0.005,0.006,,,,,,,,,
OWID_AFR,,Africa,2020-03-25,1373486472.0,2773.0,523.0,309.0,73.0,9.0,8.0,2.019,0.381,0.225,0.053,0.007,0.006,,,,,,,,,
OWID_AFR,,Africa,2020-03-26,1373486472.0,3326.0,553.0,362.571,91.0,18.0,10.143,2.422,0.403,0.264,0.066,0.013,0.007,,,,,,,,,
OWID_AFR,,Africa,2020-03-27,1373486472.0,3885.0,559.0,415.714,115.0,24.0,12.714,2.829,0.407,0.303,0.084,0.017,0.009,,,,,,,,,
OWID_AFR,,Africa,2020-03-28,1373486472.0,4224.0,339.0,436.0,134.0,19.0,14.0,3.075,0.247,0.317,0.098,0.014,0.01,,,,,,,,,
OWID_AFR,,Africa,2020-03-29,1373486472.0,4785.0,561.0,478.286,152.0,18.0,14.857,3.484,0.408,0.348,0.111,0.013,0.011,,,,,,,,,
OWID_AFR,,Africa,2020-03-30,1373486472.0,5196.0,411.0,482.571,173.0,21.0,16.571,3.783,0.299,0.351,0.126,0.015,0.012,,,,,,,,,
OWID_AFR,,Africa,2020-03-31,1373486472.0,5779.0,583.0,504.143,200.0,27.0,19.429,4.208,0.424,0.367,0.146,0.02,0.014,,,,,,,,,
OWID_AFR,,Africa,2020-04-01,1373486472.0,6378.0,599.0,515.0,234.0,34.0,23.0,4.644,0.436,0.375,0.17,0.025,0.017,,,,,,,,,
OWID_AFR,,Africa,2020-04-02,1373486472.0,7031.0,653.0,529.286,287.0,53.0,28.0,5.119,0.475,0.385,0.209,0.039,0.02,,,,,,,,,
OWID_AFR,,Africa,2020-04-03,1373486472.0,7912.0,881.0,575.286,331.0,44.0,30.857,5.761,0.641,0.419,0.241,0.032,0.022,,,,,,,,,
OWID_AFR,,Africa,2020-04-04,1373486472.0,8589.0,677.0,623.571,382.0,51.0,35.429,6.253,0.493,0.454,0.278,0.037,0.026,,,,,,,,,
OWID_AFR,,Africa,2020-04-05,1373486472.0,9295.0,706.0,644.286,442.0,60.0,41.429,6.767,0.514,0.469,0.322,0.044,0.03,,,,,,,,,
OWID_AFR,,Africa,2020-04-06,1373486472.0,9997.0,702.0,685.857,487.0,45.0,44.857,7.279,0.511,0.499,0.355,0.033,0.033,,,,,,,,,
OWID_AFR,,Africa,2020-04-07,1373486472.0,10632.0,635.0,693.286,533.0,46.0,47.571,7.741,0.462,0.505,0.388,0.033,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-08,1373486472.0,11419.0,787.0,720.143,573.0,40.0,48.429,8.314,0.573,0.524,0.417,0.029,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-09,1373486472.0,12248.0,829.0,745.286,627.0,54.0,48.571,8.917,0.604,0.543,0.457,0.039,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-10,1373486472.0,12905.0,657.0,713.286,692.0,65.0,51.571,9.396,0.478,0.519,0.504,0.047,0.038,,,,,,,,,
OWID_AFR,,Africa,2020-04-11,1373486472.0,13616.0,711.0,718.143,742.0,50.0,51.429,9.913,0.518,0.523,0.54,0.036,0.037,,,,,,,,,
OWID_AFR,,Africa,2020-04-12,1373486472.0,14489.0,873.0,742.0,788.0,46.0,49.429,10.549,0.636,0.54,0.574,0.033,0.036,,,,,,,,,
OWID_AFR,,Africa,2020-04-13,1373486472.0,15256.0,767.0,751.286,833.0,45.0,49.429,11.107,0.558,0.547,0.606,0.033,0.036,,,,,,,,,
OWID_AFR,,Africa,2020-04-14,1373486472.0,16227.0,971.0,799.286,873.0,40.0,48.571,11.814,0.707,0.582,0.636,0.029,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-15,1373486472.0,17192.0,965.0,824.714,910.0,37.0,48.143,12.517,0.703,0.6,0.663,0.027,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-16,1373486472.0,18360.0,1168.0,873.143,965.0,55.0,48.286,13.367,0.85,0.636,0.703,0.04,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-17,1373486472.0,19763.0,1403.0,979.714,1015.0,50.0,46.143,14.389,1.021,0.713,0.739,0.036,0.034,,,,,,,,,
OWID_AFR,,Africa,2020-04-18,1373486472.0,21072.0,1309.0,1065.143,1058.0,43.0,45.143,15.342,0.953,0.776,0.77,0.031,0.033,,,,,,,,,
OWID_AFR,,Africa,2020-04-19,1373486472.0,22271.0,1199.0,1111.714,1120.0,62.0,47.429,16.215,0.873,0.809,0.815,0.045,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-20,1373486472.0,23431.0,1160.0,1167.857,1159.0,39.0,46.571,17.06,0.845,0.85,0.844,0.028,0.034,,,,,,,,,
OWID_AFR,,Africa,2020-04-21,1373486472.0,24507.0,1076.0,1182.857,1189.0,30.0,45.143,17.843,0.783,0.861,0.866,0.022,0.033,,,,,,,,,
OWID_AFR,,Africa,2020-04-22,1373486472.0,25911.0,1404.0,1245.571,1240.0,51.0,47.143,18.865,1.022,0.907,0.903,0.037,0.034,,,,,,,,,
OWID_AFR,,Africa,2020-04-23,1373486472.0,27349.0,1438.0,1284.143,1297.0,57.0,47.429,19.912,1.047,0.935,0.944,0.042,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-24,1373486472.0,29052.0,1703.0,1327.0,1324.0,27.0,44.143,21.152,1.24,0.966,0.964,0.02,0.032,,,,,,,,,
OWID_AFR,,Africa,2020-04-25,1373486472.0,30296.0,1244.0,1317.714,1372.0,48.0,44.857,22.058,0.906,0.959,0.999,0.035,0.033,,,,,,,,,
OWID_AFR,,Africa,2020-04-26,1373486472.0,31829.0,1533.0,1365.429,1422.0,50.0,43.143,23.174,1.116,0.994,1.035,0.036,0.031,,,,,,,,,
OWID_AFR,,Africa,2020-04-27,1373486472.0,33167.0,1338.0,1390.857,1462.0,40.0,43.286,24.148,0.974,1.013,1.064,0.029,0.032,,,,,,,,,
OWID_AFR,,Africa,2020-04-28,1373486472.0,34786.0,1619.0,1468.429,1523.0,61.0,47.714,25.327,1.179,1.069,1.109,0.044,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-04-29,1373486472.0,36807.0,2021.0,1556.571,1588.0,65.0,49.714,26.798,1.471,1.133,1.156,0.047,0.036,,,,,,,,,
OWID_AFR,,Africa,2020-04-30,1373486472.0,38753.0,1946.0,1629.143,1634.0,46.0,48.143,28.215,1.417,1.186,1.19,0.033,0.035,,,,,,,,,
OWID_AFR,,Africa,2020-05-01,1373486472.0,40468.0,1715.0,1630.857,1690.0,56.0,52.286,29.464,1.249,1.187,1.23,0.041,0.038,,,,,,,,,
OWID_AFR,,Africa,2020-05-02,1373486472.0,42705.0,2237.0,1772.714,1759.0,69.0,55.286,31.092,1.629,1.291,1.281,0.05,0.04,,,,,,,,,
OWID_AFR,,Africa,2020-05-03,1373486472.0,44297.0,1592.0,1781.143,1796.0,37.0,53.429,32.252,1.159,1.297,1.308,0.027,0.039,,,,,,,,,
OWID_AFR,,Africa,2020-05-04,1373486472.0,46951.0,2654.0,1969.143,1842.0,46.0,54.286,34.184,1.932,1.434,1.341,0.033,0.04,,,,,,,,,
OWID_AFR,,Africa,2020-05-05,1373486472.0,48993.0,2042.0,2029.571,1906.0,64.0,54.714,35.671,1.487,1.478,1.388,0.047,0.04,,,,,,,,,
OWID_AFR,,Africa,2020-05-06,1373486472.0,51535.0,2542.0,2104.0,2006.0,100.0,59.714,37.521,1.851,1.532,1.461,0.073,0.043,,,,,,,,,
OWID_AFR,,Africa,2020-05-07,1373486472.0,54022.0,2487.0,2181.286,2073.0,67.0,62.714,39.332,1.811,1.588,1.509,0.049,0.046,,,,,,,,,
OWID_AFR,,Africa,2020-05-08,1373486472.0,57647.0,3625.0,2454.143,2154.0,81.0,66.286,41.971,2.639,1.787,1.568,0.059,0.048,,,,,,,,,
OWID_AFR,,Africa,2020-05-09,1373486472.0,60507.0,2860.0,2543.143,2221.0,67.0,66.0,44.054,2.082,1.852,1.617,0.049,0.048,,,,,,,,,
OWID_AFR,,Africa,2020-05-10,1373486472.0,63086.0,2579.0,2684.143,2290.0,69.0,70.571,45.931,1.878,1.954,1.667,0.05,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-11,1373486472.0,66145.0,3059.0,2742.0,2344.0,54.0,71.714,48.158,2.227,1.996,1.707,0.039,0.052,,,,,,,,,
OWID_AFR,,Africa,2020-05-12,1373486472.0,69312.0,3167.0,2902.714,2395.0,51.0,69.857,50.464,2.306,2.113,1.744,0.037,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-13,1373486472.0,72226.0,2914.0,2955.857,2493.0,98.0,69.571,52.586,2.122,2.152,1.815,0.071,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-14,1373486472.0,75344.0,3118.0,3046.0,2562.0,69.0,69.857,54.856,2.27,2.218,1.865,0.05,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-15,1373486472.0,78270.0,2926.0,2946.143,2624.0,62.0,67.143,56.986,2.13,2.145,1.91,0.045,0.049,,,,,,,,,
OWID_AFR,,Africa,2020-05-16,1373486472.0,81273.0,3003.0,2966.571,2708.0,84.0,69.571,59.173,2.186,2.16,1.972,0.061,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-17,1373486472.0,84587.0,3314.0,3071.571,2758.0,50.0,66.857,61.586,2.413,2.236,2.008,0.036,0.049,,,,,,,,,
OWID_AFR,,Africa,2020-05-18,1373486472.0,88255.0,3668.0,3158.571,2831.0,73.0,69.571,64.256,2.671,2.3,2.061,0.053,0.051,,,,,,,,,
OWID_AFR,,Africa,2020-05-19,1373486472.0,91266.0,3011.0,3136.286,2906.0,75.0,73.0,66.448,2.192,2.283,2.116,0.055,0.053,,,,,,,,,
OWID_AFR,,Africa,2020-05-20,1373486472.0,95057.0,3791.0,3261.571,2990.0,84.0,71.0,69.209,2.76,2.375,2.177,0.061,0.052,,,,,,,,,
OWID_AFR,,Africa,2020-05-21,1373486472.0,99752.0,4695.0,3486.857,3095.0,105.0,76.143,72.627,3.418,2.539,2.253,0.076,0.055,,,,,,,,,
OWID_AFR,,Africa,2020-05-22,1373486472.0,103620.0,3868.0,3621.429,3183.0,88.0,79.857,75.443,2.816,2.637,2.317,0.064,0.058,,,,,,,,,
OWID_AFR,,Africa,2020-05-23,1373486472.0,107485.0,3865.0,3744.571,3255.0,72.0,78.143,78.257,2.814,2.726,2.37,0.052,0.057,,,,,,,,,
OWID_AFR,,Africa,2020-05-24,1373486472.0,111607.0,4122.0,3860.0,3354.0,99.0,85.143,81.258,3.001,2.81,2.442,0.072,0.062,,,,,,,,,
OWID_AFR,,Africa,2020-05-25,1373486472.0,115733.0,4126.0,3925.429,3479.0,125.0,92.571,84.262,3.004,2.858,2.533,0.091,0.067,,,,,,,,,
OWID_AFR,,Africa,2020-05-26,1373486472.0,119444.0,3711.0,4025.429,3591.0,112.0,97.857,86.964,2.702,2.931,2.615,0.082,0.071,,,,,,,,,
OWID_AFR,,Africa,2020-05-27,1373486472.0,124524.0,5080.0,4209.571,3698.0,107.0,101.143,90.663,3.699,3.065,2.692,0.078,0.074,,,,,,,,,
OWID_AFR,,Africa,2020-05-28,1373486472.0,129440.0,4916.0,4241.143,3791.0,93.0,99.429,94.242,3.579,3.088,2.76,0.068,0.072,,,,,,,,,
OWID_AFR,,Africa,2020-05-29,1373486472.0,135187.0,5747.0,4509.571,3922.0,131.0,105.571,98.426,4.184,3.283,2.856,0.095,0.077,,,,,,,,,
OWID_AFR,,Africa,2020-05-30,1373486472.0,141304.0,6117.0,4831.286,4069.0,147.0,116.286,102.88,4.454,3.518,2.963,0.107,0.085,,,,,,,,,
OWID_AFR,,Africa,2020-05-31,1373486472.0,146551.0,5247.0,4992.0,4222.0,153.0,124.0,106.7,3.82,3.635,3.074,0.111,0.09,,,,,,,,,
OWID_AFR,,Africa,2020-06-01,1373486472.0,152336.0,5785.0,5229.0,4343.0,121.0,123.429,110.912,4.212,3.807,3.162,0.088,0.09,,,,,,,,,
OWID_AFR,,Africa,2020-06-02,1373486472.0,157214.0,4878.0,5395.714,4493.0,150.0,128.857,114.463,3.552,3.928,3.271,0.109,0.094,,,,,,,,,
OWID_AFR,,Africa,2020-06-03,1373486472.0,162311.0,5097.0,5398.143,4601.0,108.0,129.0,118.174,3.711,3.93,3.35,0.079,0.094,,,,,,,,,
OWID_AFR,,Africa,2020-06-04,1373486472.0,169417.0,7106.0,5711.0,4756.0,155.0,137.857,123.348,5.174,4.158,3.463,0.113,0.1,,,,,,,,,
OWID_AFR,,Africa,2020-06-05,1373486472.0,176605.0,7188.0,5916.857,4913.0,157.0,141.571,128.582,5.233,4.308,3.577,0.114,0.103,,,,,,,,,
OWID_AFR,,Africa,2020-06-06,1373486472.0,183202.0,6597.0,5985.429,5055.0,142.0,140.857,133.385,4.803,4.358,3.68,0.103,0.103,,,,,,,,,
OWID_AFR,,Africa,2020-06-07,1373486472.0,189536.0,6334.0,6140.714,5188.0,133.0,138.0,137.996,4.612,4.471,3.777,0.097,0.1,,,,,,,,,
OWID_AFR,,Africa,2020-06-08,1373486472.0,196187.0,6651.0,6264.429,5363.0,175.0,145.714,142.839,4.842,4.561,3.905,0.127,0.106,,,,,,,,,
OWID_AFR,,Africa,2020-06-09,1373486472.0,202657.0,6470.0,6491.857,5537.0,174.0,149.143,147.549,4.711,4.727,4.031,0.127,0.109,,,,,,,,,
OWID_AFR,,Africa,2020-06-10,1373486472.0,209202.0,6545.0,6698.714,5688.0,151.0,155.286,152.315,4.765,4.877,4.141,0.11,0.113,,,,,,,,,
OWID_AFR,,Africa,2020-06-11,1373486472.0,216605.0,7403.0,6741.143,5851.0,163.0,156.429,157.705,5.39,4.908,4.26,0.119,0.114,,,,,,,,,
OWID_AFR,,Africa,2020-06-12,1373486472.0,224684.0,8079.0,6868.429,6049.0,198.0,162.286,163.587,5.882,5.001,4.404,0.144,0.118,,,,,,,,,
OWID_AFR,,Africa,2020-06-13,1373486472.0,232771.0,8087.0,7081.286,6253.0,204.0,171.143,169.475,5.888,5.156,4.553,0.149,0.125,,,,,,,,,
OWID_AFR,,Africa,2020-06-14,1373486472.0,241551.0,8780.0,7430.714,6459.0,206.0,181.571,175.867,6.392,5.41,4.703,0.15,0.132,,,,,,,,,
OWID_AFR,,Africa,2020-06-15,1373486472.0,251144.0,9593.0,7851.0,6761.0,302.0,199.714,182.851,6.984,5.716,4.923,0.22,0.145,,,,,,,,,
OWID_AFR,,Africa,2020-06-16,1373486472.0,258786.0,7642.0,8018.429,7015.0,254.0,211.143,188.415,5.564,5.838,5.107,0.185,0.154,,,,,,,,,
OWID_AFR,,Africa,2020-06-17,1373486472.0,267522.0,8736.0,8331.429,7218.0,203.0,218.571,194.776,6.36,6.066,5.255,0.148,0.159,,,,,,,,,
OWID_AFR,,Africa,2020-06-18,1373486472.0,275757.0,8235.0,8450.286,7419.0,201.0,224.0,200.772,5.996,6.152,5.402,0.146,0.163,,,,,,,,,
OWID_AFR,,Africa,2020-06-19,1373486472.0,285570.0,9813.0,8698.0,7682.0,263.0,233.286,207.916,7.145,6.333,5.593,0.191,0.17,,,,,,,,,
OWID_AFR,,Africa,2020-06-20,1373486472.0,296919.0,11349.0,9164.0,7918.0,236.0,237.857,216.179,8.263,6.672,5.765,0.172,0.173,,,,,,,,,
OWID_AFR,,Africa,2020-06-21,1373486472.0,306356.0,9437.0,9257.857,8114.0,196.0,236.429,223.05,6.871,6.74,5.908,0.143,0.172,,,,,,,,,
OWID_AFR,,Africa,2020-06-22,1373486472.0,315346.0,8990.0,9171.714,8338.0,224.0,225.286,229.595,6.545,6.678,6.071,0.163,0.164,,,,,,,,,
OWID_AFR,,Africa,2020-06-23,1373486472.0,324419.0,9073.0,9376.143,8620.0,282.0,229.286,236.201,6.606,6.827,6.276,0.205,0.167,,,,,,,,,
OWID_AFR,,Africa,2020-06-24,1373486472.0,335769.0,11350.0,9749.571,8855.0,235.0,233.857,244.465,8.264,7.098,6.447,0.171,0.17,,,,,,,,,
OWID_AFR,,Africa,2020-06-25,1373486472.0,347710.0,11941.0,10279.0,9069.0,214.0,235.714,253.159,8.694,7.484,6.603,0.156,0.172,,,,,,,,,
OWID_AFR,,Africa,2020-06-26,1373486472.0,359308.0,11598.0,10534.0,9282.0,213.0,228.571,261.603,8.444,7.67,6.758,0.155,0.166,,,,,,,,,
OWID_AFR,,Africa,2020-06-27,1373486472.0,371545.0,12237.0,10660.857,9484.0,202.0,223.714,270.512,8.909,7.762,6.905,0.147,0.163,,,,,,,,,
OWID_AFR,,Africa,2020-06-28,1373486472.0,382153.0,10608.0,10828.143,9663.0,179.0,221.286,278.236,7.723,7.884,7.035,0.13,0.161,,,,,,,,,
OWID_AFR,,Africa,2020-06-29,1373486472.0,393283.0,11130.0,11133.857,9877.0,214.0,219.857,286.339,8.103,8.106,7.191,0.156,0.16,,,,,,,,,
OWID_AFR,,Africa,2020-06-30,1373486472.0,404891.0,11608.0,11496.0,10146.0,269.0,218.0,294.791,8.451,8.37,7.387,0.196,0.159,,,,,,,,,
OWID_AFR,,Africa,2020-07-01,1373486472.0,418104.0,13213.0,11762.143,10404.0,258.0,221.286,304.411,9.62,8.564,7.575,0.188,0.161,,,,,,,,,
OWID_AFR,,Africa,2020-07-02,1373486472.0,432306.0,14202.0,12085.143,10643.0,239.0,224.857,314.751,10.34,8.799,7.749,0.174,0.164,,,,,,,,,
OWID_AFR,,Africa,2020-07-03,1373486472.0,447466.0,15160.0,12594.0,10882.0,239.0,228.571,325.788,11.038,9.169,7.923,0.174,0.166,,,,,,,,,
OWID_AFR,,Africa,2020-07-04,1373486472.0,462951.0,15485.0,13058.0,11083.0,201.0,228.429,337.063,11.274,9.507,8.069,0.146,0.166,,,,,,,,,
OWID_AFR,,Africa,2020-07-05,1373486472.0,476586.0,13635.0,13490.429,11363.0,280.0,242.857,346.99,9.927,9.822,8.273,0.204,0.177,,,,,,,,,
OWID_AFR,,Africa,2020-07-06,1373486472.0,490327.0,13741.0,13863.429,11610.0,247.0,247.571,356.994,10.004,10.094,8.453,0.18,0.18,,,,,,,,,
OWID_AFR,,Africa,2020-07-07,1373486472.0,507792.0,17465.0,14700.143,11975.0,365.0,261.286,369.71,12.716,10.703,8.719,0.266,0.19,,,,,,,,,
OWID_AFR,,Africa,2020-07-08,1373486472.0,522535.0,14743.0,14918.714,12232.0,257.0,261.143,380.444,10.734,10.862,8.906,0.187,0.19,,,,,,,,,
OWID_AFR,,Africa,2020-07-09,1373486472.0,541725.0,19190.0,15631.286,12457.0,225.0,259.143,394.416,13.972,11.381,9.07,0.164,0.189,,,,,,,,,
OWID_AFR,,Africa,2020-07-10,1373486472.0,559430.0,17705.0,15994.857,12763.0,306.0,268.714,407.307,12.891,11.645,9.292,0.223,0.196,,,,,,,,,
OWID_AFR,,Africa,2020-07-11,1373486472.0,578216.0,18786.0,16466.429,12988.0,225.0,272.143,420.984,13.678,11.989,9.456,0.164,0.198,,,,,,,,,
OWID_AFR,,Africa,2020-07-12,1373486472.0,594933.0,16717.0,16906.714,13241.0,253.0,268.286,433.155,12.171,12.309,9.64,0.184,0.195,,,,,,,,,
OWID_AFR,,Africa,2020-07-13,1373486472.0,611002.0,16069.0,17239.286,13463.0,222.0,264.714,444.855,11.699,12.551,9.802,0.162,0.193,,,,,,,,,
OWID_AFR,,Africa,2020-07-14,1373486472.0,625451.0,14449.0,16808.429,13762.0,299.0,255.286,455.375,10.52,12.238,10.02,0.218,0.186,,,,,,,,,
OWID_AFR,,Africa,2020-07-15,1373486472.0,643484.0,18033.0,17278.429,13988.0,226.0,250.857,468.504,13.129,12.58,10.184,0.165,0.183,,,,,,,,,
OWID_AFR,,Africa,2020-07-16,1373486472.0,663929.0,20445.0,17457.714,14356.0,368.0,271.286,483.39,14.885,12.711,10.452,0.268,0.198,,,,,,,,,
OWID_AFR,,Africa,2020-07-17,1373486472.0,683468.0,19539.0,17719.714,14672.0,316.0,272.714,497.615,14.226,12.901,10.682,0.23,0.199,,,,,,,,,
OWID_AFR,,Africa,2020-07-18,1373486472.0,702480.0,19012.0,17752.0,14953.0,281.0,280.714,511.458,13.842,12.925,10.887,0.205,0.204,,,,,,,,,
OWID_AFR,,Africa,2020-07-19,1373486472.0,721049.0,18569.0,18016.571,15169.0,216.0,275.429,524.977,13.52,13.117,11.044,0.157,0.201,,,,,,,,,
OWID_AFR,,Africa,2020-07-20,1373486472.0,736561.0,15512.0,17937.0,15423.0,254.0,280.0,536.271,11.294,13.059,11.229,0.185,0.204,,,,,,,,,
